k,curve_a,curve_b,curve_p,order,P.x,P.y,Q.x,Q.y,X_i.x,X_i.y,A_i,B_i,x_i.x,x_i.y,a_i,b_i
9600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,76055908087371576756828799725,1103848162266479202403438688470,116658161384187,107227378307541,780115702248652137805371300063,365179764045409906813314382319,1115888672190105,452974442696657
9700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1113216873833260836384657563241,1035844758510002956900609070917,1027453452979159,896213036602768,637225814799240452619116817826,807896273136325455108367296749,997353975253339,1027489829343909
9800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,342993693674775434842523173184,772223930613878306307719144153,708227977385018,665432980325530,678145467258281948340339335091,840974929802690645918025609255,349905818765651,914215175316867
9900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,130839009889135450202783478119,1239784814482009200142052857548,765918221022062,773559044580239,180819570200951730026350843651,118053615363338689328487108728,972683224653282,267358589494105
10000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,569822440905718942902851659056,491976361317770452215849204633,510467899744771,761715082619760,342751166300872564503442029581,394905043824998631713906262015,341545806494661,708022888506966
10100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,484063556738884637404865556708,74216963915823150686107191035,950083900751895,708419027051802,1181950624820666350937936716962,1098769337866856159131268508239,765272089605617,45144839226815
10200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,567194101483350875364441947536,635932990215053897147446896296,418057073836703,495823654582610,789396285995264945933543123185,14412923190138863044357176841,732957294046409,1110509036880792
10300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,92393032879178755910949928258,81070934379669055155187026636,148439094707822,660483256122380,1011669628333052486281040006448,1012428301938107898977544490666,148421388596925,1054975851237025
10400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,624290769774695144038798085085,1035704784027205078757395347286,780429002019657,1056782990891134,170501707756707402519950319668,1137233826546854727526134538802,614846986983539,143087025815806
10500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,89946002950130998938905116054,1224821356540490559512976201061,114876877818017,927211361764762,280833663002510192221365501355,1053222208889338254384118910102,966831534605353,670380577811339
10600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,568825854687569074972480131572,357129562306198069582226641982,974246183493359,223761294721887,310570707059724552035366846278,763555396467594684883465497145,652680716713267,103255642997965
10700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,602334616870342100223421398393,277369605663931348951275891683,271980342497068,1123567005453999,558710588301209374566827981679,933301409238005217438491812988,547683102438764,666968087586416
10800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,256736401500390331835480892144,1082622204620082546809466645266,256428143365098,546697530358379,456784964377209962357334234961,786257671835883967387453385061,1048775924134842,245607591463068
10900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1304534558236018610883039739787,450837657160291457180811962044,915503844711509,1014349172960927,543862317762830054459392223594,1244986908597337615952073788337,719553782210949,924079659872085
11000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1178715218173698623528907439417,295296281118617748257860114749,597820798342116,547376668984846,88695081214739768692339601689,149130693109229329074992295237,17094568925500,131048270010896
11100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1314121800452958116556959895842,1088852962623529267144957363170,959657018492842,414758050893594,1155971677975767806908661473466,950823473070907405413298623449,509326528713977,933832989510385
11200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,766543838411089872963187419826,508158910473455942748856079984,223836055107555,195886910854075,367161652857923639154109754954,201622389580619263133042828330,940992386520201,430335815889797
11300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,341978304128556787126471166831,1160468946929260675326117052343,780096601454502,995389594343815,568655649841873692574873242006,1244501554664016509081469831712,474301466186713,439657861898409
11400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,489378992546506973602773646121,981532947525523473194278398931,535622487445196,798149938398775,105873630434448512418749871128,982833277177957494376477236772,37545546325344,482404169510400
11500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,749554298840318477748418948814,847262231258990299972785307732,644715246708304,206106053119399,759254299114321371449141866558,65596284269562638139490137731,269858826294639,506549411349398
11600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1197673104733722996848704766650,1221959360892781079304856077230,28881203051762,727019846726511,243285146012047859847537389911,250808501156249370654914714954,298724703660626,103966455816583
11700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,414366827393634593670783337330,436036257659189605136031768071,226356220577510,133463634566474,349238201938979168816399514908,1133688294414295218769358532450,461993080609152,725608506313486
11800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,205616609144190066503812531345,1316472362901218289627257519000,1008577626012738,960730872276762,878422407861290476436955357817,433811357452576319971749324419,69449196850945,904591405359750
11900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,910233866812047787793364585366,453424924563876765202612582565,626937027736061,747789490147178,538962536183845546339801831437,706716006385049964954807781147,992759080110006,141129973038432
12000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1238218526132250868803241378014,1047953331167242760129817855484,434922415378935,559921250981393,929620074762400252207238002771,534883128438430455675175364381,402893679994627,992437324177484
12100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,750132945199974186500247770250,1086009809655515537351762466140,161283732325002,905755301560405,496884044600573007269179587039,937026562402283610340191613613,251699897055163,572994281349267
12200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,385011999444953854601048994408,198400100410093772824716025648,846714169015941,45006833081033,369026412990675748502171050324,238840323359812635421615196655,326228382794343,374764785554138
12300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,153309693192619793664401326595,43983792992144550972430248286,698480502749991,190937616647104,1015567616155068339001491577264,924380643198032040062302969056,59316755162246,17640872781738
12400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,517412636606212366248585310708,102862670830835918108298719681,384757791737755,1115400777645616,334821749855340344925868133340,631190756318794788987862535817,864432658370879,963853599936974
12500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,9407144520444418048637701165,384625751927703532557958317853,902510398809951,428725746877865,230476894887850838766394018209,359936219886217578760598218470,3902486168666,211625440580108
12600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1076088396229760302063514962846,716859728638573842398396331369,910308448362171,135643879310731,215716090442059226760442638130,1051362145507071455817048046695,631345873952572,1054399883729074
12700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1298572762513299538013376407695,611624656257119575283633279955,499191166352180,288836423854522,336335125058228648717510244934,137234218220223849954214436910,95718057441318,92731141994211
12800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,860190310449472756514655515333,1316561051166384779572012680419,174793614398222,853578611111785,857662429613104164146520067604,459527339720400483473028304875,404051779060140,268373432109542
12900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,387084858527148334918134942717,1195935879060685643188150854031,770262231595179,465124252033841,160924600286687987057772161703,14768450222715172058383455226,252236788362870,771292662275947
13000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,698195527263126237908872666779,27452972817620841012871251981,604991829917311,1145693210772221,537237767275472217895798783973,296660718684257589079094930538,585726198353894,165488617767488
13100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1168874650496943976504854727870,1024371533427301040184363938079,327838992931145,403046229778967,280426965885323013693931307024,18754994575488457924013617667,561795278280620,1006756476525537
13200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1176376102738588151820047520923,1036805382533220852222356888630,571452582317111,1046297250274527,202874282403288037297010867887,1074980302272153767733073303749,89325557610833,743087203631623
13300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,53648732223329144475999994067,1292139258778734751309684724498,357654793951306,518394658106741,881528681672707266397224121068,40072169913899317049711014434,63821888116333,558053124014674
13400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,515798262423082727009720254831,339441907561825726395744845899,105532715351470,488211593706792,132237481711782101758675558251,998575595910130008795768026027,1114615286965000,502037876843440
13500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,210817668716608941038603958267,650417922055608676188444462217,525827218831556,208816623181064,1210603194101228031299285079914,636424113480969667915328285917,810467814591549,315731443072207
13600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,768248226469302703565454712832,149024290534616425365624620680,690893735218761,594992860051968,871311801014883192624480525994,845913138123469052850756478519,414459223197979,479467320761324
13700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1217132405558242207228930354389,25261555734241823082191296042,186290643488164,859045761325313,1099858306187601415236264135437,1034537391927924078711439821924,315779072615963,221324731807352
13800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,954561302222691189919699949560,1099267544178447709848431497545,628102454521742,190222936810938,287988633268574895405220257533,136410021175753488484443433536,228492733959360,403480274972579
13900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,371035898903823290236218986194,1299984031564027854929615297649,335588634357424,506570832470922,770217355762128516260652466535,578297000698115855753236814709,10710430564661,656694152349325
14000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,987514891389415192691742768955,672116645709957047064100830942,490612057155654,136534324280468,1087147524314831687248410287799,804798431558604729066298191572,1018617529469971,452632140659771
14100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1054940858105103180110774362372,272672113423687029395498895915,1110043861315463,381577053091274,380356523096046559492202665245,661353142608293446935122388477,252976977904123,718418373274920
14200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,415965723518171083850225205126,944415829638318035268471686302,735859805248666,575384525670593,1102081379222182070345469958418,1049932404116019922392923035286,876654111911504,439348231499358
14300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,348248226724739728748899073345,32154329710793431571820164108,12055632101323,9411056880408,365716211427616712690248051279,1322660266658119450142044107564,967289211861757,144820743680240
14400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,132240584555722308363120610937,234514409506624542273257494181,589645834803250,533945935316998,1068565495168799255278968523097,1295978471342000477485913387755,910952274248932,96374335487638
14500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,150988332837876690319540319479,1213488938752443568443906838580,607501208804947,796293554121783,686580101628279693612603941104,1018204979087003209195912204785,283498177925038,10933280718215
14600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,11542733699354501759825579205,1293686447300807686007391822335,71656154830400,181178460395423,99295880141677961161854681991,784187737838408596327669599088,535818749676768,813345161396397
14700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,993360579628645048136192388194,944730610974451084616072841330,542528057010601,1053574705451557,251951779787455409605898523845,573944681787606870055881205103,595058646045084,187805663600599
14800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1283300477248286442097005771598,123223561855880894973443124493,1002757963790327,252330227603369,151102127575306886990327455669,986618704922784895463791089225,1127019832099147,321332277306107
14900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,495948502802638898371901570839,214316402143689739372577142155,378418898529398,699401651534694,841404635822910767552101048708,19720364292426396790130937572,308840170046059,284297204390839
15000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,448757654465561513792447590600,1065449357368452188311172493809,675013914302117,473151257377938,779921075060882143150927676905,678243340887333814697710215983,1127223698983239,993954279714757
15100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,450972677676749066150330434850,1120010667670807788198505383458,163077549483754,797218963277473,442737367685586537190366274256,266480563621143713106263809496,997920814205424,629628937018105
15200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,229613639403629615045475189379,985754632636947653257546379594,1050805195091701,312528525030051,388584341646710600725739967574,953771017446553155780709661828,583996161058830,1130562561591350
15300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1042946932799893534361687211902,1264157736724623264476850726056,823965548192431,388309197365846,834399071940296260674024681838,342753707879413308405422925848,394870973132966,993913284558377
15400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,155799657325181015907456524459,151283946826274818437513780632,211645009468911,235794547864460,1168860497840320701272099824596,1242831146492980185458359883937,887038593397337,800283644101054
15500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,66755754771271338931722751962,1317642219892130984269629486245,206699079506140,629893773391676,765535119779983158630812943474,1240041860346351424127903012402,498909292239528,1052799201912136
15600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,414703916047749613404536287113,621114508359753026185514343155,567344078765455,1150613507676028,650700116863951341810715218704,715058669625667977541383641304,248391051436368,830217462292892
15700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,292694353728030133759540364950,934725312661408844920509660637,777958427766756,1068324591825316,749836746826071104445052359656,890909612310190676772078784410,1095288718325020,360707121437628
15800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,967407606758731654252913659055,660465724151987071892271878899,1086818359312033,619527658377286,499575949404231995659051992591,622972339070166011933923948557,537987740726343,833627280755038
15900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,706211988001012916794867526456,336569132157690096160137367815,837964162742714,1089761564508223,1036367813998109125370724305995,628224973361607541168250472672,406382176145218,159359927035882
16000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,401640437813385224853432986864,17858633744269536218795170531,572710048345997,304873019449803,361516988206737781388378163026,954195162402772121071638438497,87978185398254,466343111794524
16100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,29567441566960769103681447085,176877955876970018742313339523,326096559802628,892187349355418,1207366996326965693620807946374,344786139959266915298501862498,360011833491935,140813649749918
16200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1098768086672587825630652077548,1330090764806983691118041880822,405850073662974,934355291477422,940527728101338913696852433400,1113400970774211894584888769658,624891687513498,251105361645115
16300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,796564019824122956561385034449,1178171785799123487849201252386,600303726161685,162621766157515,794454141682095695327119923252,157014756396155494881134344201,46701165712371,54357573222456
16400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,715084775467723998461000870042,857720298490057542924732408745,1119365005100659,831518714708274,338106194104804729205183140831,435132774266807684039233936828,723602580862779,776482820768242
16500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,210311894816323822338034780491,660136533476659476979579885398,640557607404599,166039254380290,1316733391243415357079497720285,691432748337298234692697958262,543482018113704,308361816863163
16600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,607912277879145650254295616616,91517352137916530883010842937,802788578523222,1025340732857614,660146009388343762247298364809,1181749568274956260279647137491,1012915560996328,93630438831266
16700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1102625637261194428342749625418,736754839253409511979444780654,511838639282038,683899281004261,350568551633769594919732168409,575616413073408073710042273742,590551516898109,408511755423326
16800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,180425234899610907481160649552,765948419124148673049595935951,711720487217712,1090345518677452,499245541014863352285482278843,143021892296929170664640178243,802545189186021,321693171156709
16900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,57662332086247677133578648096,222856787569031662037650237811,744480991466289,576311044040778,591818273902737883900054268400,254180918653466926627082842368,893225585907561,880906421467904
17000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,668916686212615443187638172204,372247961344859911821149405572,728099529657904,841201099291212,230114893278736707137004777091,888152708740337305796438339915,245037690579722,949755687929898
17100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1101844553105589505378927158458,993042178842544078095667456822,702402186426817,976123678124138,481756300972138668758889723407,1065427306228080222783611244549,809382616797836,987884543033042
17200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,49341065096510169452590568578,834422767692481158179105449046,397002002242350,963293911742220,690013611408656640829156112842,185859778932466189920854042717,1012795866840525,588952215638904
17300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,735032724874261454576728102465,976405506825848258579866911900,869990067565300,779820427855699,927239490603039705287737632557,981583281183096524430808076907,460417341548657,658043432417464
17400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1122711697880410283436150034238,1154832404818054213998768112568,928960634199854,362643433334299,81050595579744787670979880147,1169176383587273889995899478957,1002937901426302,659971321156610
17500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1111406197430300065485879374182,464746636284004553426414243908,850587236138166,85997326045315,1140226680575034189620051370867,400720944288167562008178545157,672158124548052,151791504818320
17600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,331490980905897075988369362361,1152822022792960845597052653209,721238036137143,451263859309209,496351852637408809970502935662,1163074804005577885584934895819,576307562832681,302737538612872
17700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,390432701694129830031995427966,616372373808885935058094368881,932127912655575,211336643378307,1234465140562696051009020346099,1004899454006889296762178871117,605054072891496,1032079032406281
17800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,471630305753322381963570690482,907780541598049699537525864710,701831193239799,526141145249335,1066178455233546396513265355535,1185333005863693447377039534859,465496577653730,555395806328607
17900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,184916547956851701464660659956,1163416718649749785832488066996,909800576454083,1151248261478773,317413663305548376454459414904,284439257851323515015037013568,909885086243696,25464250328648
18000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1115079923233236658131425216851,692935643426745920909899529693,391464077170920,448852651852878,338641455116264937089412650817,948467599315502936122418761647,446931962272201,20446946064857
18100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,441893305139969434486792105181,1013585549322262566529286237175,885816278944053,35171803159433,223594166857448275890095874293,779087015011932413332627006924,201750455132001,4036762592983
18200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,561701600079239248851804729668,168509722295914186205976559523,236052805000031,285072984603615,186264039577618625992284827081,558837879426632657796775392401,331336901514354,987771228460137
18300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,413487261756682511682028200581,1301435543545738851187469250250,256996963426501,834677072236956,528189005286321911038942088075,1074441476900630758595251589751,312388719449703,1150231246105707
18400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1214568565882479996126845880826,486758769093215835296540277045,195034183965242,1141256263526047,135777543266694307715106934194,423323171072535851722410876564,322825491457248,1078427535640865
18500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1244712915266858685337784224083,762657338454891768012358405353,507400747214423,108645157059240,1124105438739107259393967353310,878441549372802874495068788217,305466235506488,320971419781899
18600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,717281707320827493794608404957,317050090460653107674711232151,505442332379205,880581371215868,829839545608715340993814973682,551623654011910315648169537490,885439489046478,337375594337688
18700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,843650556696958620558785473181,517242398214296690597033620707,931908245854074,491690795745818,1195287780674421625490107480944,171943460576938471838371646112,136134989456444,849485446862522
18800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,792518187880094885416588571105,1201549632931210799830620255951,756658642703619,244706771802418,1290822095361936495750844393885,494804433798024555901981004187,828594919119748,999176471808308
18900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,805551230135161457032020803855,481872552009504086252720201694,84362436091246,432329997006529,1065824756079532478260129977774,350711999540493397327394671396,263113041968466,513113172683688
19000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,746240063023981000883358828705,880342502270212306490567011912,462192313353960,540446042578285,1042138746297035720763594444563,64642094609839942021564563855,976078907307032,1055627167132151
19100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,160685143425475066561166116691,498954676851611123980380677114,840138478891176,901905530282988,738143777014585667688531153761,1083032388450473711877785110241,915320825968190,50331596668380
19200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,780115702248652137805371300063,365179764045409906813314382319,1115888672190105,452974442696657,741488085034457373090210628520,969027782207202541128759855022,83800636451483,207914847010315
