k,curve_a,curve_b,curve_p,order,P.x,P.y,Q.x,Q.y,X_i.x,X_i.y,A_i,B_i,x_i.x,x_i.y,a_i,b_i
19300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,390039155485467321510047391047,118052987637188512893718536586,341734780442744,798002076710564,734097242157147729224226679537,83148436529491553400727414532,75679224767167,295358986117909
19400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,637225814799240452619116817826,807896273136325455108367296749,997353975253339,1027489829343909,169758946142576359419836606827,1123524281718827594775400788715,621569488962214,457699007237768
19500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,683852849289390097225486318292,1196269076754638861418586373589,339921972080784,364978738847926,61389861725014689557784880235,1128395201076005971590314013396,852854029656481,1110057064416805
19600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,678145467258281948340339335091,840974929802690645918025609255,349905818765651,914215175316867,107372342306746954876562086135,305184701201459669919352820304,1086700159438709,962053750558704
19700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,650933702579530917859577752573,953362657893532581136980146555,470767848142339,334147019420518,1143891582526238608782433441185,673064393467947664168829896772,798666125094955,590958015513091
19800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,180819570200951730026350843651,118053615363338689328487108728,972683224653282,267358589494105,1263457831061032353170600107899,707934661208506087951001732148,984330972358125,674000775578276
19900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1246494669656059360502309081131,638473109688130085409512009441,765578241717821,306891686503488,724811102296980894974138897545,1055279945053521201541212911374,970740338556823,874195278871009
20000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,342751166300872564503442029581,394905043824998631713906262015,341545806494661,708022888506966,218931102546088072969810373656,268719548522113285738461712059,196476760787442,665412826792926
20100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,25294718305422559044031592528,323571112683696363548949643673,840585488760231,393186591145170,319280771949291480469705267626,1050056173177787098683402501859,936709431894888,481660996795587
20200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1181950624820666350937936716962,1098769337866856159131268508239,765272089605617,45144839226815,67248998112118011902625461674,48357515796247021104202582192,877309113092426,862552086492088
20300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1113001689517523351671306666543,1239991646740351443409313314516,249952605552773,523376626860963,684556288527013944432350822855,283918572555590351125442820224,375108874344273,367583193046187
20400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,789396285995264945933543123185,14412923190138863044357176841,732957294046409,1110509036880792,707109751954154933141330235508,825428831364913161503168259007,276334037846493,70205930484461
20500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1068396063779192517868408647067,572301852462058773973069819912,591615371537790,976383400213524,420158813150235796057940345419,78851317266785374631051318106,1111413637084660,360444505721000
20600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1011669628333052486281040006448,1012428301938107898977544490666,148421388596925,1054975851237025,912510857775857193185775961069,437377694177314328870354640851,863188746798483,552430277160142
20700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,485793681115239889790475291334,260362256779782280532718217295,335091513669936,280287083326802,834966171883101967516972158462,957533626549638750526572823594,294556090845063,962908336616522
20800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,170501707756707402519950319668,1137233826546854727526134538802,614846986983539,143087025815806,933710446756737165194773762378,262350415888672055690667171242,1069343288065781,181317324199039
20900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1072207707754358375351078230409,253616383304439519477928345645,357535653224490,103028130125173,1102023249989237846626142141480,1296371004952743754208684244928,969247389131701,1140688372392046
21000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,280833663002510192221365501355,1053222208889338254384118910102,966831534605353,670380577811339,879670053646172425692854112911,1294417568681816785319428828801,162694384811187,1122238636710480
21100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,736795659978196328605797499530,146291600016614143909888387966,10313193300770,677815216514399,399229322589043932469711916484,65417027825988129716796317509,134924242886209,432038585264945
21200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,310570707059724552035366846278,763555396467594684883465497145,652680716713267,103255642997965,1116394658930718502211061271039,1306931161251083466472825294929,414909819765325,856973236254497
21300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,635966798684540542592713147243,1324372219718175048107044814486,571060028368127,164445165413903,254830709534500252874950602778,749018753531177170802036449045,814868047883020,65977321483316
21400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,558710588301209374566827981679,933301409238005217438491812988,547683102438764,666968087586416,1167313226853694177530073117753,1289994697219102512930393300413,1007986756838957,161961127556254
21500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1056398241989888960230695253708,487041865961576302238508142664,57268701571029,614714016922490,367854164361523718586552055514,398468292356171024453835650239,641864889694636,910002016338838
21600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,456784964377209962357334234961,786257671835883967387453385061,1048775924134842,245607591463068,66595017775328376239048136939,325449624024728749581050702595,770113982000912,723922935793921
21700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,8535194727552796922653627189,645408664644695331065190460179,286770494091514,3443301049759,287380893180610219912368201763,8882452953081013326897220283,771129130016771,704061003408753
21800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,543862317762830054459392223594,1244986908597337615952073788337,719553782210949,924079659872085,1177392927248869477236479816842,294989913280012204136474671575,627265858720070,254583706333125
21900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,686126378541326328870256148608,38614713593646612969671207114,754214006574985,532817239750530,480750626987090551405073670247,734321748370390701845078097085,588509888064647,358593444071181
22000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,88695081214739768692339601689,149130693109229329074992295237,17094568925500,131048270010896,528889302392298827232133238533,325942426690281680271618003255,186302337234299,149853727186970
22100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1251973867158623453437290972026,1081276911611599171959701297831,473599260588519,876596976546020,1076157077968533098956041067741,169490735861675953799744021990,595007032182082,107792454672168
22200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1155971677975767806908661473466,950823473070907405413298623449,509326528713977,933832989510385,1183139672212815280576341351092,942001064280154688909118423371,451604037372593,462368396905260
22300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,312580705214802016052818437882,1044722958066103132141367784525,429406545755690,633678614177688,1286493556758887061673442897482,81035554990546022115994037964,1057484022197482,577341277591745
22400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,367161652857923639154109754954,201622389580619263133042828330,940992386520201,430335815889797,288523824565135016288434841630,844171606290841285624321251020,1054478768508265,279429600460213
22500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,806566682963970159193861350422,813953694771425535010960619967,72902177950710,633530402036511,228548501387607570265263026991,190399878433262370300941059525,785759173467692,582692489505272
22600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,568655649841873692574873242006,1244501554664016509081469831712,474301466186713,439657861898409,1039213559146516055114664570368,408706924591192674071689936315,1111274755784119,218073660563632
22700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,243197317893425387901016405538,725653703787657103922989850517,172677365368578,399771849520237,694297077153067449238736571453,300430291809764472493370924521,1142797103291117,340476100826711
22800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,105873630434448512418749871128,982833277177957494376477236772,37545546325344,482404169510400,666282195831017078397038105117,511863437601650290629995891948,1140754936371256,58648428261290
22900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1230613156193127011031270052701,968404260844121785854250833695,182711413389207,649267581591440,1297781290377725986400031878890,892956082784048537135359091966,204199029540939,1021319192972507
23000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,759254299114321371449141866558,65596284269562638139490137731,269858826294639,506549411349398,1275234175361033555428531544170,158989320656681046404685190820,888311259068758,755831968766184
23100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1048402735345914574488980904576,897750353417698036245243758724,942236313266808,353647721080517,472375057275136704965006179359,457766278521049697777311721601,952865745472704,211648645252905
23200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,243285146012047859847537389911,250808501156249370654914714954,298724703660626,103966455816583,666517117427812872553201722117,412284950773561165053035987395,295011370711455,849765490304155
23300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,287001287595741395138841075101,174726824254299958480348876714,308674621697944,1061038241035357,1302686188775886350002524118036,905209619183956863016805511550,911791660620519,269432827590380
23400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,349238201938979168816399514908,1133688294414295218769358532450,461993080609152,725608506313486,691635517502182811145901739729,574799920641985961744919911299,794994791519131,55148899015612
23500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1000550943486769026609615849219,582728763506482372210518969365,101847501493963,630355557725387,950863242891411391095624645434,964396224847164969513550602527,802958875014442,868157577161160
23600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,878422407861290476436955357817,433811357452576319971749324419,69449196850945,904591405359750,1108386584009509964819406589319,389274881216425498372593738967,955114789983927,70635552491180
23700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1319320037146715907447008824238,262433997320358030786141206328,1022724377753033,74771498325883,1047552639016981687738842326475,1036980533053926540019182401534,385581396919952,283310105833149
23800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,538962536183845546339801831437,706716006385049964954807781147,992759080110006,141129973038432,495890999284654223333603176397,539432944620138009698374988428,43467167448866,83376609784716
23900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,720104028604947689421169518407,570487714055358393742016589830,204858908588281,436477784360435,756437502913458612825729294746,210664638964618085641787820919,1061977434348345,922952734040988
24000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,929620074762400252207238002771,534883128438430455675175364381,402893679994627,992437324177484,798770822538277440748666316619,1026720291352209795312527300387,719156258365215,817960686300432
24100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,693353816083573447518535190204,511549748914086826417489324693,791109888576311,827644157810607,409504122565461165524343772327,488875609076543560044342816587,88716039220201,1080334553560401
24200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,496884044600573007269179587039,937026562402283610340191613613,251699897055163,572994281349267,1311178816658137271924268113323,1229842339061878041019648574222,360922084067508,634865396456499
24300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,977697822227124996764876816847,897142143904509544975871871146,448141015624547,462495767126660,1299637437590530370390619206773,1214878350164242128942815066652,921317935773656,631279900962034
24400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,369026412990675748502171050324,238840323359812635421615196655,326228382794343,374764785554138,485356138594660098255615442854,78325675551941855219204966,480618228331397,264307496691542
24500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,141883294200099525619330812390,421871484651380033250334720522,714006417091330,829667772606884,1228802441475054550706706895447,893708121067375466226048498289,399136127371011,324854341963698
24600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1015567616155068339001491577264,924380643198032040062302969056,59316755162246,17640872781738,28030693490652147208880913357,883791912520281896238702578483,273677214389556,304203793598161
24700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,311755061002001504586829169199,973978728515211310010819605718,206895180937087,1007797193755302,993789022173873120838545698794,537090803209511042172268604144,1109639923412903,141801216029491
24800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,334821749855340344925868133340,631190756318794788987862535817,864432658370879,963853599936974,420397788752046298165002638429,771350577279103169439367422755,244202041477102,885326616633394
24900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,388711287235079638980792124187,479262943415675939793345338909,923025918345197,1062295235136015,1211762608277692563128586614968,67139867571329970374672859466,116587380392705,628931906299754
25000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,230476894887850838766394018209,359936219886217578760598218470,3902486168666,211625440580108,1145118626472696688796095048673,892760122435967197682185088249,672414606934194,825947766707898
25100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,755387352050347770221812073975,667937479960601793542943490665,1143457176266875,1083165709787056,1150834764588758003851186219964,770834598133878031853802868685,1033729769803331,125651331912173
25200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,215716090442059226760442638130,1051362145507071455817048046695,631345873952572,1054399883729074,804173535159748480003482859696,1162620416961541443473346444457,488283083773190,330611818370104
25300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1238320963599176444049415139095,210175256101571666335020802624,1087835351722528,925052651236106,526192488898360099112153799728,375988501815523608602422983866,1016577687147125,797660797749282
25400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,336335125058228648717510244934,137234218220223849954214436910,95718057441318,92731141994211,1169245353132101543292348831594,1783277997900424556873169418,261125828189490,194134593683348
25500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,456304792463010105987501149765,1180465730221124313187877847435,1071998591206941,265670195191454,78297932978533413143919188094,912848101017940928713408547381,999455147071287,1082143421561995
25600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,857662429613104164146520067604,459527339720400483473028304875,404051779060140,268373432109542,147887295328277879449517716267,1037683904765178186882580946953,748540500605132,326443729324537
25700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,502679964167898990907365001899,926373698270883981430682966591,714691171179629,280793171720607,935890206213248953840049859968,168694490152015660468929442494,752783498577741,570128504021318
25800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,160924600286687987057772161703,14768450222715172058383455226,252236788362870,771292662275947,975328707337451942320586750481,744808218333624931286424694919,429096611386964,1132991632283072
25900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,769312272644475818259112220282,104075175269287872829505963980,844323488618991,825022835476777,1063089407344511920312475652509,1045924562086761273724428255367,680188111501645,221253768185067
26000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,537237767275472217895798783973,296660718684257589079094930538,585726198353894,165488617767488,320396168160513077844188796471,785991402773827504164064139229,321598318012464,293225081863803
26100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,718777844594214557793813305467,828251528800180360623065645517,385822573683016,1112498149293626,646519366182859904942576388119,763846161176779735350672703196,666152683194684,909602197983841
26200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,280426965885323013693931307024,18754994575488457924013617667,561795278280620,1006756476525537,843260772729943594767194680478,883238356874507781736501673480,308548367586008,148409898470382
26300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,604530874016313211276462074617,1097660947535601671134731400195,531792176638859,753169344845193,1231429721489055483603666298129,144968883197768142762246879196,1005081768587439,876308995258311
26400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,202874282403288037297010867887,1074980302272153767733073303749,89325557610833,743087203631623,878510985348485906781400612860,311197635048060573827727158884,267008383065292,5441961768180
26500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,835022935649757163301039418003,518463367725565965313505300169,737902564163940,224837502851739,152540462184421617086205857905,384663023019586522071376822191,482177506137230,753007219632388
26600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,881528681672707266397224121068,40072169913899317049711014434,63821888116333,558053124014674,3620396128811729009837924149,646537970680214430579123563992,2241072162544,430292481951374
26700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,391756491617802090490202627370,886186129761245362744048795636,621432125577843,603897761791189,767325772884718831837202360352,1121611829563149563184026456104,23033100700357,84905453914279
26800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,132237481711782101758675558251,998575595910130008795768026027,1114615286965000,502037876843440,1029902810060938540237699064113,543869480868565606004907999045,1088339835811953,210013883531625
26900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,299989485607814101020887184717,1136874177735306865999764991799,183901351266451,1104128371544995,973547584510830186928168189578,1266193238107208116780812004763,123906403477973,171005323769109
27000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1210603194101228031299285079914,636424113480969667915328285917,810467814591549,315731443072207,1207439146064197593743357556814,653733619138894496429728340522,918693835519459,217642694322474
27100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1032596374450574324334621585988,769262710512366596261231262171,817177264596003,776642756889753,1115561439472129074014788220769,292686998553347353984660708125,389069638307072,815535201730932
27200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,871311801014883192624480525994,845913138123469052850756478519,414459223197979,479467320761324,358032023181303801387349861799,371947044301503718633818190440,525205119102282,1025528432023983
27300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1093021489747910592966213753552,32641930230522699715039670444,830174885759135,740791457008650,388971679212541874911845613242,1156047437929275228950710725639,1007160903918208,31095555317866
27400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1099858306187601415236264135437,1034537391927924078711439821924,315779072615963,221324731807352,1075305645958137111916534852534,451048986651139729631645805565,234964431842585,647419874980126
27500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,788281796535013188673311329486,419005928260731262809938953136,990278408924191,652934865159676,841653093158737242021093742787,1754347666122576369544026269,549986827999300,342385788864836
27600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,287988633268574895405220257533,136410021175753488484443433536,228492733959360,403480274972579,963187017517834744291232365589,874613851402706491994734444536,500707889664207,848364258022294
27700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,92495176435663239799658492135,28431778636690481456535285445,627105551431403,312971336741372,550350073769871802644385082743,224519776772338396575253416435,655994912344568,12415331908605
27800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,770217355762128516260652466535,578297000698115855753236814709,10710430564661,656694152349325,1067153225954103487145875995760,363242211349383901466278828694,8895788714557,664878540769801
27900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1215980396975564976257575622671,165697215840592255051432647580,540107426265213,478143855708929,686195139302354633053272483276,596484589347541549512357582795,325728292574339,24009943133200
28000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1087147524314831687248410287799,804798431558604729066298191572,1018617529469971,452632140659771,375000195107188293069764183641,1315739319058922732327756349495,1016368522288231,479630544089956
28100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,854418883251661264717824469975,1126302696794359178054122081947,761026975143056,719170190873403,961009302056119363435394508021,1308382594873861336530922153212,421085104101942,807151333132420
28200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,380356523096046559492202665245,661353142608293446935122388477,252976977904123,718418373274920,444077996025712146375942935515,612131040853863534029591427944,858519378932227,418028158898896
28300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1289969516799437656997789568790,590036692709228265170092230350,636888633383180,236145172715922,1284412407040757767042657638641,820969479137514045034955344714,295596563791334,580933406101272
28400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1102081379222182070345469958418,1049932404116019922392923035286,876654111911504,439348231499358,128590697060932588612683538157,1180180887547991378787538972593,762978729218365,989840676990114
28500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,586271918847419457232840620349,151665989490621513878280255235,365334222950270,700577390779576,549536532454543445586800477226,1053274082209316201157164945454,797179567814728,1066113037959806
28600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,365716211427616712690248051279,1322660266658119450142044107564,967289211861757,144820743680240,523789419041088746058157792330,879980547037924958466397782895,442004477455404,271058612446789
28700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,159676905769324347779818090909,206263603176395170785154372627,215112121693380,300788279601267,581814434669875928776361623500,1093708285404363427268848411774,615771021562903,352768859952862
28800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1068565495168799255278968523097,1295978471342000477485913387755,910952274248932,96374335487638,636180830212661374667159426888,656541064714068627603194169932,639652671258426,832871507448438
28900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,142912276519630605369888379617,926617102961289191983258933893,757583018457881,902454134192532,1002987991182384539162270065841,235114759683099202424293959043,989347748784377,10186155794664
