k,curve_a,curve_b,curve_p,order,P.x,P.y,Q.x,Q.y,X_i.x,X_i.y,A_i,B_i,x_i.x,x_i.y,a_i,b_i
100000,-3,1379137549983732744405137513333094987949371790433997718123,6277101735386680763835789423207666416102355444464034512659,123462957881,1174279866606114365096697332768487887297957375963223949652,4949961431803646830563356003485570747327516477267074610459,1440340961997156076691969214026618477414298391434740635508,4223405771331627638085766938128036618118472899265122851584,1358359413443446742779108390430261552199016972157605905670,1180938302657847534670885570730195222354650217160855215886,34142221332,83923944298,4205981068641340193619337211423016622338462264597802826923,1692606600313045894302877582214044168665388818517125798544,29788405744,28233107403
200000,-3,1379137549983732744405137513333094987949371790433997718123,6277101735386680763835789423207666416102355444464034512659,123462957881,1174279866606114365096697332768487887297957375963223949652,4949961431803646830563356003485570747327516477267074610459,1440340961997156076691969214026618477414298391434740635508,4223405771331627638085766938128036618118472899265122851584,4074653131090508435896707081859853849972497593666337905012,3427546004964713073918486523801505496104437551056526356774,14894202872,75848032642,2506581996884357687753030014084811426945205341287195288569,965673113179907379304424423188085260478510422998579048543,85276802701,15356776440
